Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT451093,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546697,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC191/2020, complete genome"
MT451094,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29787,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546698,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC192/2020, complete genome"
MT451095,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546699,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC193/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451096,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29826,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546700,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC194/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451097,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29824,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546701,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC195/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451098,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29793,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546702,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC196/2020, complete genome"
MT451099,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546703,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC197/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451100,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29752,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546704,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC198/2020, complete genome"
MT451101,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546705,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC199/2020, complete genome"
MT451102,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29812,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546708,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC201/2020, complete genome"
MT451103,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29808,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546709,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC202/2020, complete genome"
MT451104,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29836,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546710,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC203/2020, complete genome"
MT451105,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546711,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC204/2020, complete genome"
MT451106,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546712,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC205/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451107,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546713,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC206/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451108,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-19,SAMN14546714,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC207/2020, complete genome"
MT451109,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546715,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC208/2020, complete genome"
MT451110,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29789,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546716,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC209/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451111,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29787,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546718,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC210/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451112,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29791,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546719,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC211/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451113,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29804,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546720,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC212/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451114,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29802,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546721,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC213/2020, complete genome"
MT451115,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546722,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC214/2020, complete genome"
MT451116,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29790,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546723,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC215/2020, complete genome"
MT451117,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29802,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546724,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC216/2020, complete genome"
MT451118,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29794,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546725,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC217/2020, complete genome"
MT451119,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546726,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC218/2020, complete genome"
MT451120,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,GenBank,partial,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546727,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC219/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT451121,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546729,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC220/2020, complete genome"
MT451122,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29803,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546731,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC222/2020, complete genome"
MT451123,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29841,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546732,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC223/2020, complete genome"
MT451124,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29799,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546733,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC224/2020, complete genome"
MT451125,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29799,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546734,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC225/2020, complete genome"
MT451126,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546735,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC226/2020, complete genome"
MT451127,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29813,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546736,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC227/2020, complete genome"
MT451128,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29811,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-20,SAMN14546737,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC228/2020, complete genome"
MT451129,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29802,GenBank,complete,,,"Seemann,T., Lane,C.R., Sherry,N.L., Duchene,S., Goncalves da Silva,A., Caly,L., Sait,M., Ballard,S.A., Horan,K., Schultz,M.B., Hoang,T., Easton,M., Dougal,S., Stinear,T.P., Druce,J., Catton,M., Sutton,B., van Diemen,A., Alpren,C., Williamson,D.A., Howden,B.P.",,Australia: Victoria,Homo sapiens,,2020-03-21,SAMN14546738,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC229/2020, complete genome"
